"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,Follows,Comments,Saves
17902783746335923,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Chystáš se na hory? 🏔️
Nejde jen o cíl, ale i o bezpečnou cestu tam a zpět! 🚗❄️

Než vyrazíš, zkontroluj pár základních věcí 👇
• správné zimní pneumatiky a dostatek vzorku
• tlak v pneumatikách při plně naloženém autě
• sněhové řetězy do hor nebo na horské průsmyky
• nemrznoucí kapalinu do ostřikovačů
• základní výbavu jako deku, rukavice nebo termosku

Malá příprava může rozhodnout o tom, jestli bude cesta v pohodě nebo plná stresu. 🙂

#hory #zimnicesta #pneuboss",0,"12/16/2025 06:00",https://www.instagram.com/p/DSU7BEBgdWD/,"IG image",,Lifetime,230,100,2,0,0,0,0
18086850965088731,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Když dáš všechny peníze do auta 😅
A na jídlo už nezbyde

#autozivot #tasy #pneuboss",11,"12/14/2025 09:36",https://www.instagram.com/reel/DSQKEJ1ik81/,"IG reel",,Lifetime,37317,26733,1808,896,1,1,96
17987062640755365,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Máš tip, které auto je nejprodávanější všech dob? 👀
Nápověda: není to o výkonu ani o image.

👉 Swipe a zkontroluj si svůj odhad

#autohistorie #autofakta #carsfacts #autozajimavosti #pneuboss",0,"12/12/2025 10:00",https://www.instagram.com/p/DSLDUvyCD2D/,"IG carousel",,Lifetime,271,74,1,0,0,0,0
17959383686881205,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Prosinec je tady a s ním další pyramida pneumatik 🏗️🛞.
Zimní sezóna jede naplno a názory se různí 😅.
Kdo obstál a kdo tentokrát ne?
Podívej se ve videu 👀❄️.

#pneumatiky #pyramida  #pneubos",23,"12/10/2025 05:05",https://www.instagram.com/reel/DSFX8BhiHr-/,"IG reel",,Lifetime,490,352,3,2,0,0,0
18423586561117873,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Po nervy drásajícím finále v Abú Zabí je to oficiální. Lando Norris je novým mistrem světa a McLaren zároveň ovládl Pohár konstruktérů.

Max Verstappen sice vyhrál poslední závod, ale o pouhé dva body to nestačilo. Třetí místo Norrisovi naopak stačilo k zisku titulu.

Oscar Piastri završil explozivní sezonu a ukázal, že McLaren měl letos tým na absolutním vrcholu.

Tohle je závěr sezóny, o kterém se mluvilo celé měsíce. Drama až do posledního kola, taktické mistrovství a odvaha pod tlakem. 👊

Sezóna 2025 byla zakončena historickým double McLarenu.

#F1 #McLaren #Norris #Season2025 #AbuDhabiGP #pneuboss",0,"12/07/2025 11:00",https://www.instagram.com/p/DR-SN6LDZOD/,"IG carousel",,Lifetime,320,86,4,0,0,0,0
18102619672673661,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Letos se jelo minimalisticky 😎🎄
Veselé Vánoce všem, kteří to letos pojali podobně ✨

#vanoce #vanocnimeme #minimalismus #autozivot #pneuboss #svatecnivibe",0,"12/06/2025 04:30",https://www.instagram.com/p/DR7AwfxiJcE/,"IG image",,Lifetime,342,96,5,0,0,0,0
18096460276861870,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","I když se zimní podmínky mění každý den, GT Radial WinterPro 2 EVO si drží vysoký výkon za všech okolností. ❄️

✅ Směrový dezén
✅ Rychlý odvod vody a břečky
✅ Výborná přilnavost na kluzkém povrchu

GT Radial WinterPro 2 EVO přináší stabilitu, přesné reakce a komfort i v náročných zimních podmínkách. Jako pneumatika střední třídy navíc nabízí vynikající poměr ceny a výkonu.

👉 Vyberte si svůj rozměr za skvělou cenu: https://www.pneuboss.cz/pneumatiky/osobni-pneu/gt-radial/winter-pro-2-evo",0,"12/05/2025 10:47",https://www.instagram.com/p/DR5HIliDva-/,"IG image",,Lifetime,317,90,3,0,0,0,0
18086623799297605,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","❄️ Připravte se na středoevropskou zimu s jistotou. Nokian Tyres přináší prémiové zimní i celoroční pneumatiky vyvinuté v severských podmínkách, které zvládnou sníh, led i typickou českou břečku. 🌦️
 
Ať už hledáte maximální zimní záběr, tichou jízdu nebo celoroční řešení šetrné k přírodě — Nokian má ideální volbu pro každý vůz.
 
Vstupte do zimy s klidem. Nokian Tyres – připraveno na evropskou zimu. ❄️🛞",0,"12/04/2025 04:39",https://www.instagram.com/p/DR14Rd7CJn7/,"IG carousel",,Lifetime,264,58,1,0,0,0,0
18062465981203798,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","U nás to nekončí přezutím.
Postaráme se o vaše auto po celý rok, bez ohledu na sezónu.

#servisauta #celorocniservis #peceoauto #autozivot #pneuboss #kompletniservis",0,"12/02/2025 08:25",https://www.instagram.com/p/DRxIdGEidaN/,"IG image",,Lifetime,262,75,2,0,0,0,0
18101968456673973,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Tak co řidiči, užíváte si zimní výhled? 🥶
Led, škrabka a okýnko 10x10 cm, klasické ranní cardio! 💪

#penubosscz #zima #auta #humor #memes #ridici",0,"11/30/2025 10:58",https://www.instagram.com/p/DRsQXneDl57/,"IG image",,Lifetime,420,131,3,0,0,0,0
18076149827219005,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Zima bez starostí. Sázka na jistotu s Continental WinterContact TS 870 P. ❄️
Prémiová zimní pneumatika, která spojuje bezpečí, přesné řízení a vynikající výkon – a potvrzují to i výsledky testů:
 
🥇 „Příkladný“ – Auto Bild 2025
🥈 „Velmi dobrý“ – AMS 2024
🏅 „Dobrý“ – ADAC 2025
 
✅ Krátká brzdná dráha na mokru i sněhu
✅ Výborná stabilita pro větší vozy a SUV
✅ Nízký valivý odpor = nižší spotřeba paliva
✅ Ochrana proti aquaplaningu díky inovované směsi Cool Chili
 
Spolehněte se na pneumatiku, kterou oceňují i odborníci.",0,"11/28/2025 09:17",https://www.instagram.com/p/DRm7TQADsd_/,"IG image",,Lifetime,332,88,0,0,0,0,0
18507325264070349,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Toyotáci: „Deset let bez poruchy!“
BMWčkaři: „Deset let s naším servisem!“ 🛠️❤️

👉 Napište do komentářů, kdo by u vás vyhrál. 😅

#tasy #pneuboss #auta humor memes bmw toyota ridici servis",8,"11/25/2025 06:31",https://www.instagram.com/reel/DRe5t5MCqDr/,"IG reel",,Lifetime,104701,68957,5144,2951,6,35,303
18420411514117375,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Max Verstappen dnes vzal Vegas útokem! 🏆💥
Lando Norris si odváží parádní druhé místo a George Russell doplnil TOP3 po pořádně těsném souboji.

Red Bull září. McLaren řeší nervy s technickou kontrolou.
A Vegas? To zase ukázalo, že umí udělat show. 🔥✨

Kdo byl dnes tvůj favorit? 👇
#pneubosscz #F1 #LasVegasGP #Formula1 #VegasVibes",0,"11/23/2025 01:50",https://www.instagram.com/p/DRZQGVNEWhr/,"IG image",,Lifetime,484,89,2,0,0,1,0
18547116502000628,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","V servisu máme jednu věčnou otázku:
Zimní ❄️ nebo celoroční 🌦️?
Podívali jsme se, jak to vidí ti, kteří s pneumatikami pracují každý den.

#tasy #pneuboss #pneuservis pneu zimni celorocni autotipy",11,"11/21/2025 10:17",https://www.instagram.com/reel/DRVAgsZChL-/,"IG reel",,Lifetime,2359,1704,19,4,0,15,2
18068259941096942,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Motor je jako kamarád, který si nikdy nestěžuje… dokud si jednou nezačne. 😅
A to pak bolí. Hlavně peněženku.

Přitom olej dokáže většinu problémů vyřešit dřív, než vůbec vzniknou:
motor se méně opotřebovává, nepřehřívá, nešpiní a je tišší. Prostě pohoda pod kapotou.

Obecné pravidlo?
Jednou ročně nebo každých 10–15 tisíc km.
Město, studené starty a kolony = klidně dřív.

Malá výměna, velký rozdíl.
Olej je levný. Motor… to je jiná cenovka. 😉

#pneubosscz #vymenaoleje #servisauta #peceoauto #autotipy #motor #autozivot #carcare #carservice",0,"11/20/2025 04:00",https://www.instagram.com/p/DRRwr3xjsCR/,"IG image",,Lifetime,451,91,3,0,0,0,0
17949085589919207,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Pamatujete si, za co jste dostali svoji první pokutu? 🚓💸
Ptali jsme se našeho týmu a hádejte co, máme samé jezdce F1. 🏎️😅
👉 Podívejte se na video a přiznejte se, kdo z vás brzdí až na červenou.

#tasy #pneuboss #auta #ridici #behindthescenes #humor",16,"11/18/2025 06:50",https://www.instagram.com/reel/DRM6iObiu9i/,"IG reel",,Lifetime,340,213,6,2,0,0,0
18057591182254248,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Ten pocit, když už víš, že tenhle účet za opravu bude „veselej“… 😅
#auta #pneubosscz #humor #memes #ridici",0,"11/16/2025 08:59",https://www.instagram.com/p/DRH_pAXjpYh/,"IG image",,Lifetime,584,124,4,1,0,0,0
18089290991508879,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Všimli jste si někdy té malé šipky vedle ikonky paliva? ⛽ 
👉 Ukazuje, na které straně máte nádrž! Malý detail, který vám ušetří trapas na benzínce. 😅 

#auta #pneubosscz #zajimavost #ridici #funfact #behindthescenes",0,"11/14/2025 06:59",https://www.instagram.com/p/DRCoZzdDuvn/,"IG image",,Lifetime,495,88,2,0,0,0,0
17878360287330857,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","🎉 Získejte až 1 750 Kč za nákup pneumatik MICHELIN — ale pozor, čas se krátí! ❄️
Akce trvá už jen do 15. prosince, takže pokud plánujete kupovat zimní nebo celoroční pneumatiky, teď je ten správný čas.
 
Nakupte na PNEUBOSSU sadu 4 zimních nebo celoročních pneumatik MICHELIN a zaregistrujte nákup na webu promo.michelin.cz.
Odměnou vám bude dárkový poukaz do oblíbených obchodů — Alza, Decathlon, Notino/Sephora nebo Zalando. 🎁
 
💰 Výše odměny podle rozměru pneu:
• 18” a více → 1 750 Kč
• 16”–17” → 1 000 Kč
 
Nečekejte — zima je za rohem a akce končí už 15. 12. ❄️",0,"11/13/2025 04:14",https://www.instagram.com/p/DQ_woJiAMvM/,"IG image",,Lifetime,424,74,4,0,0,0,0
18132983125469008,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Naše pyramida značek je zpět! 🏗️🛞
Tentokrát jsme si opět posvítili na pneumatiky a nechyběly ani menší neshody v žebříčku. 😅
Kdo skončil na vrcholu a kdo propadl? Podívej se ve videu! 👀

#pneumatiky #pyramida #battleofbrands #gumytipy #tasy #pneuboss",22,"11/12/2025 09:06",https://www.instagram.com/reel/DQ9tJ1yirsn/,"IG reel",,Lifetime,487,341,6,2,0,0,0
17949004752049678,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Fotky v 4K, ale brzdná dráha v minulém století. 😬📸
Kup si pneumatiky u nás a udělej radost (nejen) svému autu.

#tasy #pneuboss #auta #memes #humor #ridici #pneumatiky #zima #bezpecnost",5,"11/09/2025 08:35",https://www.instagram.com/reel/DQ17CDbCtqq/,"IG reel",,Lifetime,2525,1573,160,49,0,0,4
17861989947519785,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","V autě svačina, nebo přísný zákaz drobků? 🚗🥪
Zeptali jsme se našich kluků, jestli se v jejich autě smí jíst, podívejte se a zjistěte odpověď! 😅
👉 A jak to máte vy? Jí se u vás v autě, nebo ani drobek?

#tasy #pneuboss #ridici #auta #humor #behindthescenes",13,"11/08/2025 10:17",https://www.instagram.com/reel/DQziM0vioph/,"IG reel",,Lifetime,601,423,10,1,0,0,1
18085934248994096,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Ráno mínus pět, na skle led a na kolech ještě letní? 🥶
Nečekejte, až přijde první sníh – přezujte u nás a buďte v klidu!
👉 Objednejte se ještě dnes na pneuboss.cz

#zimnipneu #pneubosscz #servis #auta #zima #bezpecnajizda",0,"11/07/2025 08:33",https://www.instagram.com/p/DQwxgMmDr83/,"IG image",,Lifetime,394,81,2,0,0,0,0
18294126295284989,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Objednáno ✅
Zabaleno 📦
Na cestě k vám 🚚
Zimní pneu z Pneuboss doručíme dřív, než začne sněžit. ❄️ Rychle. Spolehlivě. Bez čekání.

👉 www.pneuboss.cz",17,"11/06/2025 00:00",https://www.instagram.com/reel/DQtSDG6itSw/,"IG reel",,Lifetime,15283,37433,13,0,2,0,1
18435464533103416,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","❄️ Zima nečeká.
Buď připraven dřív, než začne sněžit.
🛞 Prémiové zimní pneumatiky pro každé auto – rychle, výhodně a bez kompromisů.
👉 Nakup na www.pneuboss.cz",14,"11/03/2025 07:40",https://www.instagram.com/reel/DQmYT7QCnCT/,"IG reel",,Lifetime,26945,60766,38,15,0,0,7
18079363274121586,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","❄️ Připraveni na zimu? ❄️
S GT Radial WinterPro2 Sport zůstanete v bezpečí a pod kontrolou za každého počasí. 💪🛞

Ať už zasněžené silnice, nízké teploty nebo mokré zatáčky – tato pneumatika nabízí:
✅ Maximální přilnavost na sněhu a ledu
✅ Přesné ovládání pro sportovní jízdu
✅ Spolehlivou bezpečnost při každém brzdění

👉 Navrženo pro výkon. Vytvořeno pro jistotu.
Vstupte do zimy bezpečně – s GT Radial WinterPro2 Sport.

#GTRadial #WinterPro2Sport #ZimníPneumatiky #WinterReady #SafetyFirst #GripAndGo #PerformanceTyres #DrivingConfidence #SnowGrip",0,"11/02/2025 06:00",https://www.instagram.com/p/DQjoEfGjXTh/,"IG image",,Lifetime,401,74,1,0,0,0,0
18085091636482810,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","🔋 Autobaterie je srdce auta, bez ní se nepohneš

Nečekané problémy často začínají tam, kde bys to netipoval. Proto je důležité čas od času zkontrolovat napětí baterie a hlídat si hlavní hodnoty:

Auto nech několik hodin vypnuté před měřením, aby se chemické procesy v článcích uklidnily.

Normální (klidové) napětí baterie má být mezi 12,6 a 12,8 V.

Při startu by nemělo klesnout pod 10,5 V.

Během jízdy by měl nabíjecí systém držet napětí kolem 14,6 V.

#pneubosscz #autobaterie #kontrolaauta #servistipy #bezpecnajizda",0,"10/31/2025 09:20",https://www.instagram.com/p/DQeuct9kkGI/,"IG image",,Lifetime,452,91,3,0,0,0,0
18326394133214815,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Nový standard zimní bezpečnosti – Continental WinterContact 8 S. ❄️
Zcela nová generace zimních pneumatik WinterContact 8 S posouvá hranice jistoty i jízdního komfortu. Vyvinutá pro výkonné vozy i elektromobily, nabízí spolehlivost v každé situaci – na sněhu, ledu i mokré vozovce.
 
✅ Krátká brzdná dráha na každém povrchu
✅ Vynikající trakce na sněhu a ledu
✅ Maximální ochrana proti aquaplaningu
✅ Nízký valivý odpor a nižší spotřeba paliva
✅ EV-kompatibilní konstrukce
 
Zima bez kompromisů – to je Continental WinterContact 8 S.",0,"10/31/2025 00:18",https://www.instagram.com/p/DQdwbCVDWI4/,"IG image",,Lifetime,438,83,2,0,0,0,0
18006643187812040,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","😂 Někdo má auto jen jako dopravní prostředek. Jiný mu dá jméno a bere ho skoro jako člena rodiny.
👉 A jak jste na tom vy? Má vaše auto jméno? Napište nám ho do komentářů!

#auta #ridici #tasy #pneuboss #behindthescenes",15,"10/30/2025 08:07",https://www.instagram.com/reel/DQcBLVcin6v/,"IG reel",,Lifetime,505,368,3,2,0,0,0
17930124554996288,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Kolik pneumatik se dostane do naší budovy? 🤔
Napiš svůj tip do komentářů. Jsme zvědaví, kdo výzvu zvládne! 🏁
#Výzva #tasy #pneuboss #Giti",19,"10/28/2025 07:11",https://www.instagram.com/reel/DQWxQ-yCuDV/,"IG reel",,Lifetime,505,384,3,2,0,0,0
18167019442375170,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","❄️ Zima se blíží… a s ní i první mrazy a sníh.
👉 Nečekejte, až vás zastihne na letních gumách.
📅 Objednejte se na přezutí včas a buďte připraveni na zimu!

#zimnipneu #winteriscoming #prezuti #auta #ridici #servis #pneuboss #tasy",10,"10/27/2025 09:49",https://www.instagram.com/reel/DQUeXHqCkGq/,"IG reel",,Lifetime,534,396,6,4,0,0,0
18070993562351753,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","🎉 Získejte až 1 750 Kč za nákup nových pneumatik MICHELIN! 🛞✨
 
Nakupte sadu 4 nových celoročních nebo zimních pneumatik MICHELIN a získejte dárkový poukaz do oblíbených obchodů — Alza, Decathlon, Notino/Sephora nebo Zalando! 🎁
 
👉 Jak na to?
✅ Kupte sadu 4 pneumatik do 15.12. 2025
✅ Zaregistrujte nákup do 31. 12. 2025 na promo.michelin.cz
✅ Vyberte si svou odměnu
 
💰 Výše odměny podle rozměru pneumatik:
• 18” a víc → 1 750 Kč
• 16”–17” → 1 000 Kč
 
🌟 Odměna až 1 750 Kč za špičkový výkon a bezpečí, které přinášejí pneumatiky MICHELIN.
Nečekejte – zima se blíží! ❄️",0,"10/27/2025 02:46",https://www.instagram.com/p/DQTuLpCkWf6/,"IG image",,Lifetime,374,70,2,0,0,0,0
17995110248698982,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","🙄 Když řešíš spotřebu, olej a pneumatiky… a všichni ostatní jen vztahy.
#autozivot #pneubosscz #carproblems #priorities #autofan",0,"10/26/2025 10:05",https://www.instagram.com/p/DQR7oCBEr_l/,"IG image",,Lifetime,448,102,4,0,0,0,0
17940255996005712,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","🚗 Exkluzivní distributor značky Royal Black v ČR u Pneuboss.cz.

Royal Black je asijská značka, která si našla místo na trhu díky dostupné ceně a široké nabídce rozměrů.
Ne každý hledá prémiové pneumatiky. Někdy jde o jednoduché a funkční řešení za férovou cenu.

👉 Proto jsme exkluzivním distributorem této značky právě my.

#pneubosscz #royalblack #exkluzivnidistributor #pneumatiky #budgetvolba",0,"10/25/2025 06:25",https://www.instagram.com/p/DQO9uoslAej/,"IG image",,Lifetime,394,86,2,0,0,0,0
18428097448109114,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","🤣 Všichni máme v hlavě ten jeden národ, když se řekne „nejhorší řidiči“…
👉 Ale teď je řada na vás! Napište do komentářů svůj tip a klidně i vlastní zážitek ze silnic 🚗💨.
Podívejte se, jestli se shodnete s ostatními 🚦
My nejvtipnější odpověď připneme nahoru! 🔝

#auta #memes #ridici #pneubosscz #tasy #humor #behindthescenes #dopravniscena",11,"10/23/2025 06:05",https://www.instagram.com/reel/DQJxzHnivF3/,"IG reel",,Lifetime,627,449,4,2,0,0,0
17986266716912566,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","🌍 Rekordní jízda pokračuje!

Od startu 1. července už Rainer Zietlow projel Evropu i Střední Asii a dnes se jeho VW ID. Buzz na pneumatikách GitiSynergy H2 nachází v Číně. 🚐⚡

Za více než dva měsíce zvládl horské průsmyky, nekonečné pouště i městský provoz. Pneumatiky Giti obstály ve všech podmínkách a potvrdily, že spolehlivost a dlouhá životnost nejsou jen sliby, ale realita. 🛞💪

👉 Další cíl: Thajsko, Malajsie a Singapur
👉 Celkový plán: 80 000 kilometrů, 75 zemí, 6 kontinentů

Tento rekordní pokus není jen cesta kolem světa. Je to živá zkouška technologií, které nabízíme i vám. 🌐

#GitiTire #IDBuzzWorldTour #EVRekord #GuinnessTrip #GitiSynergyH2 #ObujToSprávne",0,"10/22/2025 08:35",https://www.instagram.com/p/DQHeJaRioLw/,"IG image",,Lifetime,470,121,2,0,0,0,0
17873597742353667,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Díky, oči už jsem fakt nepotřeboval 😵

Co děláš ty, když na tebe někdo pustí dálkové? 🤔🚗
Poděl se v komentářích 👇

#tasy #pneumatiky #autotipy #gumytipy #meme",7,"10/21/2025 07:12",https://www.instagram.com/reel/DQEvy4RCmbL/,"IG reel",,Lifetime,178154,117615,13666,5464,1,9,552
18102431659643669,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Bridgestone Blizzak 6 potvrzuje svou kvalitu v zimních testech! ❄️
🥇 1. místo – Auto Bild Sportscars
🥉 3. místo – ADAC
🥉 3. místo – Auto Bild
 
Prémiová zimní pneumatika, která vyniká jistou ovladatelností na sněhu, krátkou brzdnou dráhou na mokré vozovce a vysokým kilometrovým výkonem, díky kterému zvládne až o jednu sezónu navíc.
 
➡️ Bridgestone Blizzak 6 máme aktuálně skladem!
Ideální volba pro řidiče, kteří chtějí bezpečí, komfort a výkon v každé zimní situaci.",0,"10/20/2025 01:56",https://www.instagram.com/p/DQBm5Lpk8Tt/,"IG image",,Lifetime,349,67,3,0,0,0,0
